"gene_id","transcript_id","protein_id","seqnames","strand","exon_number","product","start_transcript","end_transcript","start_gene","end_gene","transcript_number","Chrm.ID"
"FOXG_04303","XM_018382287.1","XP_018238974.1","NC_030989.1","+","5","aldehyde dehydrogenase (NAD+)",4110532,4112592,4110532,4112592,1,"Chromosome_4"
"FOXG_04304","XM_018382288.1","XP_018238975.1","NC_030989.1","+","1","hypothetical protein",4113034,4114774,4113034,4114774,1,"Chromosome_4"
"FOXG_04305","XM_018382289.1","XP_018238976.1","NC_030989.1","-","1","hypothetical protein",4114663,4115091,4114663,4115091,1,"Chromosome_4"
"FOXG_04306","XM_018382290.1","XP_018238977.1","NC_030989.1","-","2","hypothetical protein",4115652,4117033,4115652,4117033,1,"Chromosome_4"
"FOXG_04307","XM_018382291.1","XP_018238978.1","NC_030989.1","+","3","hypothetical protein",4118120,4118942,4118120,4118942,1,"Chromosome_4"
"FOXG_04308","XM_018382292.1","XP_018238979.1","NC_030989.1","-","3","hypothetical protein",4119055,4120322,4119055,4120322,1,"Chromosome_4"
"FOXG_18795","XM_018398938.1","XP_018238980.1","NC_030989.1","-","1","hypothetical protein",4122222,4122365,4122222,4122365,1,"Chromosome_4"
"FOXG_04309","XM_018382294.1","XP_018238982.1","NC_030989.1","+","4","hypothetical protein",4123180,4125081,4123180,4125081,2,"Chromosome_4"
"FOXG_04309","XM_018382293.1","XP_018238981.1","NC_030989.1","+","5","hypothetical protein",4123180,4125081,4123180,4125081,2,"Chromosome_4"
"FOXG_04310","XM_018382295.1","XP_018238983.1","NC_030989.1","+","1","hypothetical protein",4127263,4127781,4127263,4127781,1,"Chromosome_4"
"FOXG_04311","XM_018382296.1","XP_018238984.1","NC_030989.1","-","1","hypothetical protein",4128641,4129741,4128641,4129741,1,"Chromosome_4"
"FOXG_04312","XM_018382297.1","XP_018238985.1","NC_030989.1","-","3","hypothetical protein",4129976,4131062,4129976,4131062,1,"Chromosome_4"
"FOXG_04313","XM_018382298.1","XP_018238986.1","NC_030989.1","-","7","hypothetical protein",4131252,4133229,4131252,4133229,1,"Chromosome_4"
"FOXG_04314","XM_018382299.1","XP_018238987.1","NC_030989.1","+","9","hypothetical protein",4134253,4137773,4134253,4137773,1,"Chromosome_4"
"FOXG_04315","XM_018382300.1","XP_018238988.1","NC_030989.1","-","3","tyrosinase",4138492,4140214,4138492,4140214,1,"Chromosome_4"
"FOXG_04316","XM_018382302.1","XP_018238990.1","NC_030989.1","+","3","hypothetical protein",4141232,4142983,4141232,4142983,2,"Chromosome_4"
"FOXG_04316","XM_018382301.1","XP_018238989.1","NC_030989.1","+","3","hypothetical protein",4141364,4142983,4141232,4142983,2,"Chromosome_4"
"FOXG_18797","XM_018398939.1","XP_018238991.1","NC_030989.1","-","1","hypothetical protein",4143891,4143995,4143891,4143995,1,"Chromosome_4"
"FOXG_04317","XM_018382303.1","XP_018238992.1","NC_030989.1","-","2","hypothetical protein",4144793,4145617,4144793,4145617,1,"Chromosome_4"
"FOXG_18798","XM_018398940.1","XP_018238993.1","NC_030989.1","+","2","hypothetical protein",4146672,4146885,4146672,4146885,1,"Chromosome_4"
"FOXG_04318","XM_018382304.1","XP_018238994.1","NC_030989.1","+","9","hypothetical protein",4147795,4150127,4147795,4150127,1,"Chromosome_4"
"FOXG_04319","XM_018382305.1","XP_018238995.1","NC_030989.1","-","2","hypothetical protein",4150229,4151425,4150229,4151425,1,"Chromosome_4"
"FOXG_04320","XM_018382306.1","XP_018238996.1","NC_030989.1","+","2","hypothetical protein",4152034,4154347,4152034,4154347,1,"Chromosome_4"
"FOXG_04321","XM_018382307.1","XP_018238997.1","NC_030989.1","+","2","amidohydrolase ytcJ-like",4154707,4157538,4154707,4157538,1,"Chromosome_4"
"FOXG_04322","XM_018382308.1","XP_018238998.1","NC_030989.1","+","6","hypothetical protein",4157966,4159665,4157966,4159665,1,"Chromosome_4"
"FOXG_04323","XM_018382310.1","XP_018239000.1","NC_030989.1","+","2","hypothetical protein",4160075,4162294,4160075,4162294,2,"Chromosome_4"
"FOXG_04323","XM_018382309.1","XP_018238999.1","NC_030989.1","+","3","hypothetical protein",4160075,4162294,4160075,4162294,2,"Chromosome_4"
"FOXG_04324","XM_018382311.1","XP_018239001.1","NC_030989.1","-","7","cysteine synthase A",4161955,4164565,4161955,4164565,1,"Chromosome_4"
"FOXG_04325","XM_018382312.1","XP_018239002.1","NC_030989.1","+","7","hypothetical protein",4164876,4168023,4164876,4168023,2,"Chromosome_4"
"FOXG_04325","XM_018382313.1","XP_018239003.1","NC_030989.1","+","7","hypothetical protein",4164876,4168023,4164876,4168023,2,"Chromosome_4"
"FOXG_18799","XM_018398942.1","XP_018239005.1","NC_030989.1","+","3","hypothetical protein",4168906,4170640,4168906,4170640,2,"Chromosome_4"
"FOXG_18799","XM_018398941.1","XP_018239004.1","NC_030989.1","+","3","hypothetical protein",4168906,4170640,4168906,4170640,2,"Chromosome_4"
"FOXG_04326","XM_018382314.1","XP_018239006.1","NC_030989.1","+","3","tagatose 1,6-diphosphate aldolase",4170903,4172134,4170903,4172134,3,"Chromosome_4"
"FOXG_04326","XM_018382315.1","XP_018239007.1","NC_030989.1","+","3","tagatose 1,6-diphosphate aldolase",4170903,4172134,4170903,4172134,3,"Chromosome_4"
"FOXG_04326","XM_018382316.1","XP_018239008.1","NC_030989.1","+","4","tagatose 1,6-diphosphate aldolase",4170905,4172129,4170903,4172134,3,"Chromosome_4"
"FOXG_18800","XM_018398943.1","XP_018239009.1","NC_030989.1","-","2","hypothetical protein",4172560,4174155,4172560,4174155,1,"Chromosome_4"
"FOXG_04328","XM_018382318.1","XP_018239011.1","NC_030989.1","+","5","glutathione S-transferase",4175278,4177025,4175278,4177025,2,"Chromosome_4"
"FOXG_04328","XM_018382317.1","XP_018239010.1","NC_030989.1","+","4","glutathione S-transferase",4175446,4176495,4175278,4177025,2,"Chromosome_4"
"FOXG_04329","XM_018382319.1","XP_018239012.1","NC_030989.1","-","5","phosphatidylserine decarboxylase",4175968,4178371,4175968,4178371,2,"Chromosome_4"
"FOXG_04329","XM_018382320.1","XP_018239013.1","NC_030989.1","-","6","phosphatidylserine decarboxylase",4175968,4178248,4175968,4178371,2,"Chromosome_4"
"FOXG_04330","XM_018382322.1","XP_018239015.1","NC_030989.1","-","3","hypothetical protein",4178510,4181601,4178510,4181601,2,"Chromosome_4"
"FOXG_04330","XM_018382321.1","XP_018239014.1","NC_030989.1","-","2","hypothetical protein",4178510,4181601,4178510,4181601,2,"Chromosome_4"
"FOXG_04331","XM_018382323.1","XP_018239016.1","NC_030989.1","+","3","hypothetical protein",4182809,4185448,4182809,4185448,1,"Chromosome_4"
"FOXG_18801","XM_018398944.1","XP_018239017.1","NC_030989.1","+","1","hypothetical protein",4185485,4185830,4185485,4185830,1,"Chromosome_4"
"FOXG_04332","XM_018382324.1","XP_018239018.1","NC_030989.1","-","5","hypothetical protein",4188036,4189589,4188036,4189589,1,"Chromosome_4"
"FOXG_04333","XM_018382325.1","XP_018239019.1","NC_030989.1","+","1","hypothetical protein",4189492,4193535,4189492,4193535,1,"Chromosome_4"
"FOXG_04334","XM_018382326.1","XP_018239020.1","NC_030989.1","+","4","hypothetical protein",4196617,4197560,4196617,4197560,1,"Chromosome_4"
"FOXG_04335","XM_018382327.1","XP_018239021.1","NC_030989.1","+","2","hypothetical protein",4202274,4203162,4202274,4203162,1,"Chromosome_4"
"FOXG_04336","XM_018382328.1","XP_018239022.1","NC_030989.1","+","4","hypothetical protein",4203417,4205309,4203417,4205309,1,"Chromosome_4"
"FOXG_18803","XM_018398945.1","XP_018239023.1","NC_030989.1","+","1","hypothetical protein",4206255,4206431,4206255,4206431,1,"Chromosome_4"
"FOXG_04337","XM_018382329.1","XP_018239024.1","NC_030989.1","+","1","hypothetical protein",4206573,4208666,4206573,4208666,1,"Chromosome_4"
"FOXG_04338","XM_018382330.1","XP_018239025.1","NC_030989.1","-","2","hypothetical protein",4208703,4209993,4208703,4209993,1,"Chromosome_4"
"FOXG_04339","XM_018382331.1","XP_018239026.1","NC_030989.1","-","2","hypothetical protein",4210498,4210871,4210498,4210871,1,"Chromosome_4"
"FOXG_04340","XM_018382332.1","XP_018239027.1","NC_030989.1","-","4","hypothetical protein",4211257,4212847,4211257,4212847,1,"Chromosome_4"
"FOXG_04341","XM_018382333.1","XP_018239028.1","NC_030989.1","-","2","hypothetical protein",4213865,4215160,4213865,4215160,1,"Chromosome_4"
"FOXG_04342","XM_018382334.1","XP_018239029.1","NC_030989.1","+","4","transcription initiation factor TFIID subunit 5",4215286,4218749,4215286,4218749,1,"Chromosome_4"
"FOXG_04343","XM_018382335.1","XP_018239030.1","NC_030989.1","+","3","hypothetical protein",4218830,4221759,4218830,4221759,1,"Chromosome_4"
"FOXG_04344","XM_018382336.1","XP_018239031.1","NC_030989.1","-","1","hypothetical protein",4220796,4221711,4220796,4221711,1,"Chromosome_4"
"FOXG_04345","XM_018382337.1","XP_018239032.1","NC_030989.1","+","1","hypothetical protein",4222530,4223018,4222530,4223018,1,"Chromosome_4"
"FOXG_18804","XM_018398946.1","XP_018239033.1","NC_030989.1","-","2","hypothetical protein",4224051,4224293,4224051,4224293,1,"Chromosome_4"
"FOXG_04346","XM_018382340.1","XP_018239036.1","NC_030989.1","+","2","molecular chaperone HtpG",4224315,4227326,4224315,4227326,3,"Chromosome_4"
"FOXG_04346","XM_018382339.1","XP_018239035.1","NC_030989.1","+","3","molecular chaperone HtpG",4224315,4227326,4224315,4227326,3,"Chromosome_4"
"FOXG_04346","XM_018382338.1","XP_018239034.1","NC_030989.1","+","2","molecular chaperone HtpG",4224504,4227326,4224315,4227326,3,"Chromosome_4"
"FOXG_04347","XM_018382341.1","XP_018239037.1","NC_030989.1","-","3","sterol O-acyltransferase",4227100,4230066,4227100,4230066,1,"Chromosome_4"
"FOXG_04348","XM_018382342.1","XP_018239038.1","NC_030989.1","+","2","hypothetical protein",4230150,4232977,4230150,4232977,2,"Chromosome_4"
"FOXG_04348","XM_018382343.1","XP_018239039.1","NC_030989.1","+","3","hypothetical protein",4230150,4232977,4230150,4232977,2,"Chromosome_4"
"FOXG_18805","XM_018398947.1","XP_018239040.1","NC_030989.1","-","2","hypothetical protein",4232938,4234133,4232938,4234133,1,"Chromosome_4"
"FOXG_04350","XM_018382344.1","XP_018239041.1","NC_030989.1","-","3","DNA helicase INO80",4238827,4244821,4238827,4244821,1,"Chromosome_4"
"FOXG_04351","XM_018382345.1","XP_018239042.1","NC_030989.1","-","3","ABC transporter ATP-binding protein ARB1",4246681,4249507,4246681,4249507,1,"Chromosome_4"
"FOXG_04352","XM_018382346.1","XP_018239043.1","NC_030989.1","-","2","hypothetical protein",4249855,4251415,4249855,4251415,1,"Chromosome_4"
"FOXG_18810","XM_018398948.1","XP_018239044.1","NC_030989.1","-","1","hypothetical protein",4252912,4254495,4252912,4254495,1,"Chromosome_4"
"FOXG_18811","XM_018398949.1","XP_018239045.1","NC_030989.1","+","3","hypothetical protein",4255243,4257391,4255243,4257391,1,"Chromosome_4"
"FOXG_18812","XM_018398950.1","XP_018239046.1","NC_030989.1","-","1","hypothetical protein",4258725,4258898,4258725,4258898,1,"Chromosome_4"
"FOXG_18813","XM_018398951.1","XP_018239047.1","NC_030989.1","-","1","hypothetical protein",4259679,4260635,4259679,4260635,1,"Chromosome_4"
"FOXG_04355","XM_018382347.1","XP_018239048.1","NC_030989.1","+","2","hypothetical protein",4261154,4263835,4261154,4263835,1,"Chromosome_4"
"FOXG_04356","XM_018382348.1","XP_018239049.1","NC_030989.1","+","2","hypothetical protein",4263963,4265418,4263963,4265418,1,"Chromosome_4"
"FOXG_04357","XM_018382349.1","XP_018239050.1","NC_030989.1","-","2","hypothetical protein",4265226,4267166,4265226,4267166,2,"Chromosome_4"
"FOXG_04357","XM_018382350.1","XP_018239051.1","NC_030989.1","-","2","hypothetical protein",4265489,4267166,4265226,4267166,2,"Chromosome_4"
"FOXG_04358","XM_018382351.1","XP_018239052.1","NC_030989.1","+","2","serine/threonine protein kinase",4268961,4270849,4268961,4270849,1,"Chromosome_4"
"FOXG_04359","XM_018382352.1","XP_018239053.1","NC_030989.1","+","2","hypothetical protein",4271000,4271960,4271000,4271960,1,"Chromosome_4"
"FOXG_04360","XM_018382353.1","XP_018239054.1","NC_030989.1","-","4","26S proteasome regulatory subunit T2",4271773,4274026,4271773,4274026,1,"Chromosome_4"
"FOXG_04361","XM_018382354.1","XP_018239055.1","NC_030989.1","+","3","ubiquitin-conjugating enzyme (huntingtin interacting protein 2)",4274377,4277737,4274377,4277737,2,"Chromosome_4"
"FOXG_04361","XM_018382355.1","XP_018239056.1","NC_030989.1","+","4","ubiquitin-conjugating enzyme (huntingtin interacting protein 2)",4274615,4275954,4274377,4277737,2,"Chromosome_4"
"FOXG_04362","XM_018382356.1","XP_018239057.1","NC_030989.1","-","5","succinyl-CoA ligase [GDP-forming] subunit alpha, mitochondrial",4274608,4277746,4274608,4277746,2,"Chromosome_4"
"FOXG_04362","XM_018382357.1","XP_018239058.1","NC_030989.1","-","5","succinyl-CoA ligase [GDP-forming] subunit alpha, mitochondrial",4274624,4277746,4274608,4277746,2,"Chromosome_4"
"FOXG_04363","XM_018382358.1","XP_018239059.1","NC_030989.1","-","1","hypothetical protein",4278058,4280097,4278058,4280097,1,"Chromosome_4"
"FOXG_04364","XM_018382359.1","XP_018239060.1","NC_030989.1","-","3","hypothetical protein",4281124,4283443,4281124,4283443,1,"Chromosome_4"
"FOXG_04365","XM_018382360.1","XP_018239061.1","NC_030989.1","-","2","hypothetical protein",4283911,4285633,4283911,4285633,1,"Chromosome_4"
"FOXG_04366","XM_018382361.1","XP_018239062.1","NC_030989.1","+","6","hypothetical protein",4286561,4288404,4286561,4288404,2,"Chromosome_4"
"FOXG_04366","XM_018382362.1","XP_018239063.1","NC_030989.1","+","4","hypothetical protein",4286565,4288404,4286561,4288404,2,"Chromosome_4"
"FOXG_04367","XM_018382363.1","XP_018239064.1","NC_030989.1","+","2","hypothetical protein",4288855,4289674,4288855,4289674,1,"Chromosome_4"
"FOXG_04368","XM_018382364.1","XP_018239065.1","NC_030989.1","-","4","hypothetical protein",4289869,4291184,4289869,4291184,1,"Chromosome_4"
"FOXG_04369","XM_018382365.1","XP_018239066.1","NC_030989.1","-","4","alcohol dehydrogenase",4291655,4294070,4291655,4294070,4,"Chromosome_4"
"FOXG_04369","XM_018382366.1","XP_018239067.1","NC_030989.1","-","3","alcohol dehydrogenase",4291655,4294070,4291655,4294070,4,"Chromosome_4"
"FOXG_04369","XM_018382368.1","XP_018239069.1","NC_030989.1","-","2","alcohol dehydrogenase",4291655,4294070,4291655,4294070,4,"Chromosome_4"
"FOXG_04369","XM_018382367.1","XP_018239068.1","NC_030989.1","-","2","alcohol dehydrogenase",4291655,4294070,4291655,4294070,4,"Chromosome_4"
"FOXG_04370","XM_018382369.1","XP_018239070.1","NC_030989.1","+","4","hypothetical protein",4293720,4294495,4293720,4294495,1,"Chromosome_4"
"FOXG_04371","XM_018382370.1","XP_018239071.1","NC_030989.1","+","2","hypothetical protein",4295520,4298888,4295520,4298888,1,"Chromosome_4"
"FOXG_18816","XM_018398952.1","XP_018239072.1","NC_030989.1","-","1","hypothetical protein",4299307,4300182,4299307,4300182,1,"Chromosome_4"
"FOXG_04372","XM_018382371.1","XP_018239073.1","NC_030989.1","-","1","hypothetical protein",4300415,4301699,4300415,4301699,1,"Chromosome_4"
"FOXG_04373","XM_018382372.1","XP_018239074.1","NC_030989.1","-","2","hypothetical protein",4302133,4304900,4302133,4304900,1,"Chromosome_4"
"FOXG_04374","XM_018382373.1","XP_018239075.1","NC_030989.1","-","6","hypothetical protein",4305307,4307203,4305307,4307203,1,"Chromosome_4"
"FOXG_18818","XM_018398953.1","XP_018239076.1","NC_030989.1","+","1","hypothetical protein",4309346,4309480,4309346,4309480,1,"Chromosome_4"
"FOXG_04375","XM_018382374.1","XP_018239077.1","NC_030989.1","-","1","hypothetical protein",4309609,4310151,4309609,4310151,1,"Chromosome_4"
"FOXG_04376","XM_018382375.1","XP_018239078.1","NC_030989.1","+","1","elongator complex protein 3",4310773,4312867,4310773,4312867,1,"Chromosome_4"
"FOXG_04377","XM_018382376.1","XP_018239079.1","NC_030989.1","+","1","hypothetical protein",4313082,4314698,4313082,4314698,1,"Chromosome_4"
"FOXG_04378","XM_018382377.1","XP_018239080.1","NC_030989.1","-","2","hypothetical protein",4315006,4315630,4315006,4315630,1,"Chromosome_4"
"FOXG_04379","XM_018382378.1","XP_018239081.1","NC_030989.1","-","3","glucose-repressible alcohol dehydrogenase transcriptional effector",4317222,4321056,4317222,4321056,3,"Chromosome_4"
"FOXG_04379","XM_018382379.1","XP_018239082.1","NC_030989.1","-","4","glucose-repressible alcohol dehydrogenase transcriptional effector",4317222,4320527,4317222,4321056,3,"Chromosome_4"
"FOXG_04379","XM_018382380.1","XP_018239083.1","NC_030989.1","-","2","glucose-repressible alcohol dehydrogenase transcriptional effector",4317222,4320203,4317222,4321056,3,"Chromosome_4"
"FOXG_04380","XM_018382381.1","XP_018239084.1","NC_030989.1","+","2","hypothetical protein",4320505,4325592,4320505,4325592,1,"Chromosome_4"
"FOXG_04381","XM_018382382.1","XP_018239085.1","NC_030989.1","-","2","hypothetical protein",4325527,4325745,4325527,4325745,1,"Chromosome_4"
"FOXG_04382","XM_018382383.1","XP_018239086.1","NC_030989.1","+","3","hypothetical protein",4325968,4328264,4325968,4328264,1,"Chromosome_4"
"FOXG_18819","XM_018398954.1","XP_018239087.1","NC_030989.1","-","1","hypothetical protein",4327737,4330529,4327737,4330529,1,"Chromosome_4"
"FOXG_04383","XM_018382384.1","XP_018239088.1","NC_030989.1","+","1","hypothetical protein",4331165,4335060,4331165,4335060,1,"Chromosome_4"
"FOXG_04385","XM_018382387.1","XP_018239090.1","NC_030989.1","+","3","hypothetical protein",4335087,4338252,4335087,4338252,3,"Chromosome_4"
"FOXG_04385","XM_018382386.1","XP_018239089.1","NC_030989.1","+","2","hypothetical protein",4335092,4338252,4335087,4338252,3,"Chromosome_4"
"FOXG_04385","XM_018382388.1","XP_018239091.1","NC_030989.1","+","4","hypothetical protein",4335092,4338252,4335087,4338252,3,"Chromosome_4"
"FOXG_04384","XM_018382385.1","XP_018239092.1","NC_030989.1","-","4","hypothetical protein",4335742,4336796,4335742,4336796,1,"Chromosome_4"
"FOXG_04386","XM_018382390.1","XP_018239094.1","NC_030989.1","+","3","hypothetical protein",4338835,4344114,4338835,4344114,2,"Chromosome_4"
"FOXG_04386","XM_018382389.1","XP_018239093.1","NC_030989.1","+","4","hypothetical protein",4338835,4344114,4338835,4344114,2,"Chromosome_4"
"FOXG_04387","XM_018382391.1","XP_018239095.1","NC_030989.1","-","2","hypothetical protein",4340569,4345632,4340569,4345632,1,"Chromosome_4"
"FOXG_18820","XM_018398955.1","XP_018239096.1","NC_030989.1","+","1","hypothetical protein",4344517,4345608,4344517,4345608,1,"Chromosome_4"
"FOXG_04389","XM_018382392.1","XP_018239097.1","NC_030989.1","+","3","Fe-Mn family superoxide dismutase",4345800,4346946,4345800,4346946,1,"Chromosome_4"
"FOXG_04390","XM_018382393.1","XP_018239098.1","NC_030989.1","+","1","hypothetical protein",4348547,4349662,4348547,4349662,1,"Chromosome_4"
"FOXG_04391","XM_018382394.1","XP_018239099.1","NC_030989.1","-","2","hypothetical protein",4350027,4350567,4350027,4350567,1,"Chromosome_4"
"FOXG_04392","XM_018382395.1","XP_018239100.1","NC_030989.1","+","2","hypothetical protein",4350697,4351099,4350697,4351099,1,"Chromosome_4"
"FOXG_04393","XM_018382396.1","XP_018239101.1","NC_030989.1","-","6","hypothetical protein",4352134,4354659,4352134,4354659,1,"Chromosome_4"
"FOXG_04394","XM_018382397.1","XP_018239102.1","NC_030989.1","+","2","hypothetical protein",4355850,4359293,4355850,4359293,1,"Chromosome_4"
"FOXG_04395","XM_018382398.1","XP_018239103.1","NC_030989.1","-","2","dihydroxy-acid dehydratase, mitochondrial",4356294,4359555,4356294,4359555,1,"Chromosome_4"
"FOXG_04396","XM_018382399.1","XP_018239104.1","NC_030989.1","-","1","hypothetical protein",4359937,4361205,4359937,4361205,1,"Chromosome_4"
"FOXG_18821","XM_018398956.1","XP_018239105.1","NC_030989.1","-","1","hypothetical protein",4361327,4362815,4361327,4362815,1,"Chromosome_4"
"FOXG_04397","XM_018382402.1","XP_018239108.1","NC_030989.1","+","3","ATP-dependent Clp protease, protease subunit",4362812,4364025,4362812,4364025,3,"Chromosome_4"
"FOXG_04397","XM_018382401.1","XP_018239107.1","NC_030989.1","+","4","ATP-dependent Clp protease, protease subunit",4362812,4364025,4362812,4364025,3,"Chromosome_4"
"FOXG_04397","XM_018382400.1","XP_018239106.1","NC_030989.1","+","5","ATP-dependent Clp protease, protease subunit",4362812,4364025,4362812,4364025,3,"Chromosome_4"
"FOXG_04398","XM_018382405.1","XP_018239111.1","NC_030989.1","-","5","hypothetical protein",4364545,4366936,4364545,4366936,3,"Chromosome_4"
"FOXG_04398","XM_018382404.1","XP_018239110.1","NC_030989.1","-","5","hypothetical protein",4364545,4366936,4364545,4366936,3,"Chromosome_4"
"FOXG_04398","XM_018382403.1","XP_018239109.1","NC_030989.1","-","4","hypothetical protein",4364545,4366936,4364545,4366936,3,"Chromosome_4"
"FOXG_18822","XM_018398957.1","XP_018239112.1","NC_030989.1","+","1","hypothetical protein",4366424,4366543,4366424,4366543,1,"Chromosome_4"
"FOXG_04399","XM_018382406.1","XP_018239113.1","NC_030989.1","+","6","hypothetical protein",4367485,4369472,4367485,4369472,2,"Chromosome_4"
"FOXG_04399","XM_018382407.1","XP_018239114.1","NC_030989.1","+","5","hypothetical protein",4367489,4369472,4367485,4369472,2,"Chromosome_4"
"FOXG_04400","XM_018382408.1","XP_018239115.1","NC_030989.1","-","2","hypothetical protein",4369689,4370100,4369689,4370100,1,"Chromosome_4"
"FOXG_04401","XM_018382409.1","XP_018239116.1","NC_030989.1","+","3","hypothetical protein",4370982,4372893,4370982,4372893,1,"Chromosome_4"
"FOXG_04402","XM_018382410.1","XP_018239117.1","NC_030989.1","+","2","hypothetical protein",4373481,4374505,4373481,4374505,1,"Chromosome_4"
"FOXG_04403","XM_018382411.1","XP_018239118.1","NC_030989.1","+","9","hypothetical protein",4375253,4377473,4375253,4377473,1,"Chromosome_4"
"FOXG_18823","XM_018398958.1","XP_018239119.1","NC_030989.1","-","2","hypothetical protein",4378082,4378617,4378082,4378617,1,"Chromosome_4"
"FOXG_04404","XM_018382412.1","XP_018239120.1","NC_030989.1","+","1","hypothetical protein",4379693,4380193,4379693,4380193,1,"Chromosome_4"
"FOXG_04405","XM_018382416.1","XP_018239124.1","NC_030989.1","-","4","hypothetical protein",4380134,4382403,4380134,4382403,4,"Chromosome_4"
"FOXG_04405","XM_018382413.1","XP_018239121.1","NC_030989.1","-","4","hypothetical protein",4380134,4382403,4380134,4382403,4,"Chromosome_4"
"FOXG_04405","XM_018382415.1","XP_018239123.1","NC_030989.1","-","3","hypothetical protein",4380134,4382403,4380134,4382403,4,"Chromosome_4"
"FOXG_04405","XM_018382414.1","XP_018239122.1","NC_030989.1","-","3","hypothetical protein",4380134,4382403,4380134,4382403,4,"Chromosome_4"
"FOXG_04406","XM_018382417.1","XP_018239125.1","NC_030989.1","+","1","hypothetical protein",4382243,4386338,4382243,4386338,1,"Chromosome_4"
"FOXG_04407","XM_018382418.1","XP_018239126.1","NC_030989.1","-","1","hypothetical protein",4382690,4387486,4382690,4387486,1,"Chromosome_4"
"FOXG_04408","XM_018382419.1","XP_018239127.1","NC_030989.1","+","2","5'-nucleotidase",4390849,4393385,4390849,4393385,1,"Chromosome_4"
"FOXG_04409","XM_018382420.1","XP_018239128.1","NC_030989.1","-","5","hypothetical protein",4393839,4396016,4393839,4396016,1,"Chromosome_4"
"FOXG_04410","XM_018382421.1","XP_018239129.1","NC_030989.1","-","4","acetyltransferase",4397209,4399522,4397209,4399522,1,"Chromosome_4"
"FOXG_04411","XM_018382422.1","XP_018239130.1","NC_030989.1","+","1","NAD+ kinase",4399820,4401662,4399820,4401662,1,"Chromosome_4"
"FOXG_18824","XM_018398959.1","XP_018239131.1","NC_030989.1","+","1","hypothetical protein",4401803,4401934,4401803,4401934,1,"Chromosome_4"
"FOXG_04412","XM_018382423.1","XP_018239132.1","NC_030989.1","+","2","lysophospholipase",4402951,4405799,4402951,4405799,1,"Chromosome_4"
"FOXG_04413","XM_018382424.1","XP_018239133.1","NC_030989.1","-","2","oxidoreductase",4405773,4407503,4405773,4407503,1,"Chromosome_4"
"FOXG_04414","XM_018382425.1","XP_018239134.1","NC_030989.1","+","2","hypothetical protein",4407492,4409046,4407492,4409046,1,"Chromosome_4"
"FOXG_04416","XM_018382431.1","XP_018239137.1","NC_030989.1","-","2","hypothetical protein",4410274,4413930,4410274,4413930,3,"Chromosome_4"
"FOXG_04416","XM_018382430.1","XP_018239136.1","NC_030989.1","-","2","hypothetical protein",4410274,4413930,4410274,4413930,3,"Chromosome_4"
"FOXG_04416","XM_018382429.1","XP_018239135.1","NC_030989.1","-","2","hypothetical protein",4410274,4413930,4410274,4413930,3,"Chromosome_4"
"FOXG_04415","XM_018382426.1","XP_018239138.1","NC_030989.1","+","2","hypothetical protein",4410368,4412354,4410368,4412354,3,"Chromosome_4"
"FOXG_04415","XM_018382427.1","XP_018239139.1","NC_030989.1","+","3","hypothetical protein",4410609,4412351,4410368,4412354,3,"Chromosome_4"
"FOXG_04415","XM_018382428.1","XP_018239140.1","NC_030989.1","+","3","hypothetical protein",4410609,4412341,4410368,4412354,3,"Chromosome_4"
"FOXG_18825","XM_018398960.1","XP_018239141.1","NC_030989.1","-","4","hypothetical protein",4414088,4418148,4414088,4418148,1,"Chromosome_4"
"FOXG_18826","XM_018398961.1","XP_018239142.1","NC_030989.1","-","5","branchpoint-bridging protein",4418317,4420789,4418317,4420789,1,"Chromosome_4"
"FOXG_04421","XM_018382432.1","XP_018239143.1","NC_030989.1","-","2","hypothetical protein",4420976,4422969,4420976,4422969,2,"Chromosome_4"
"FOXG_04421","XM_018382433.1","XP_018239144.1","NC_030989.1","-","3","hypothetical protein",4421014,4422969,4420976,4422969,2,"Chromosome_4"
"FOXG_04422","XM_018382434.1","XP_018239145.1","NC_030989.1","-","4","hypothetical protein",4423095,4425377,4423095,4425377,1,"Chromosome_4"
"FOXG_18827","XM_018398962.1","XP_018239146.1","NC_030989.1","+","2","hypothetical protein",4425482,4429689,4425482,4429689,2,"Chromosome_4"
"FOXG_18827","XM_018398963.1","XP_018239147.1","NC_030989.1","+","2","hypothetical protein",4425484,4429689,4425482,4429689,2,"Chromosome_4"
"FOXG_04423","XM_018382435.1","XP_018239148.1","NC_030989.1","-","1","hypothetical protein",4427807,4429619,4427807,4429619,1,"Chromosome_4"
"FOXG_04424","XM_018382436.1","XP_018239149.1","NC_030989.1","-","1","hypothetical protein",4430262,4430528,4430262,4430528,1,"Chromosome_4"
"FOXG_18828","XM_018398964.1","XP_018239150.1","NC_030989.1","+","2","hypothetical protein",4431465,4431754,4431465,4431754,1,"Chromosome_4"
"FOXG_04425","XM_018382437.1","XP_018239151.1","NC_030989.1","+","1","hypothetical protein",4432380,4434940,4432380,4434940,1,"Chromosome_4"
"FOXG_04426","XM_018382438.1","XP_018239152.1","NC_030989.1","+","2","hypothetical protein",4435444,4437716,4435444,4437716,1,"Chromosome_4"
"FOXG_04427","XM_018382440.1","XP_018239154.1","NC_030989.1","-","3","hypothetical protein",4437603,4441265,4437603,4441265,2,"Chromosome_4"
"FOXG_04427","XM_018382439.1","XP_018239153.1","NC_030989.1","-","2","hypothetical protein",4437603,4441265,4437603,4441265,2,"Chromosome_4"
